Name	Description	A1R3	C2R3	F2R3	A2R3	D2R3	E1R3
Q9Y6U7	comp65454_c0_seq1	363	116	174	103	256	191
Q8N309	comp65455_c0_seq1	309	95	145	45	180	191
Q9UJA5	comp65462_c0_seq5	124	33	59	20	70	63
Q9Y2D2	comp65464_c1_seq1	168	96	116	43	97	75
Q9NVR2	comp65494_c0_seq1	242	87	117	59	120	102
Q68D10	comp65498_c0_seq1	185	74	138	48	152	96
Q9H999	comp65502_c0_seq2	211	86	135	97	258	203
P62068	comp65509_c0_seq1	419	197	277	76	212	175
P58335	comp65510_c0_seq1	789	438	539	275	600	373
Q9HC24	comp65520_c0_seq1	979	487	630	402	968	738
Q92772	comp65525_c0_seq1	407	188	237	99	307	205
P36639	comp65526_c0_seq1	40	17	17	14	24	17
Q9NVN8	comp65555_c0_seq3	914	227	391	154	386	373
P78560	comp65576_c0_seq1	88	54	78	32	102	66
Q8TCI5	comp65596_c0_seq1	154	61	107	49	147	120
Q6PID6	comp65606_c0_seq9	172	74	84	34	131	73
Q8NEA6	comp65609_c0_seq1	818	278	495	165	477	322
Q96C86	comp65611_c0_seq1	138	44	69	54	88	68
P38117	comp65614_c0_seq1	1907	1130	1316	697	1197	926
Q9BY77	comp65648_c0_seq1	381	186	240	91	210	198
O60927	comp65674_c0_seq1	82	39	60	37	65	54
Q9NPJ6	comp65682_c0_seq1	33	13	16	4	25	21
Q9NX01	comp65685_c0_seq1	47	21	34	24	50	34
Q13162	comp65704_c0_seq2	1518	808	889	650	1249	1147
Q7L5N1	comp65709_c0_seq1	4706	2886	3370	2483	5175	4166
Q9UBT7	comp65727_c1_seq2	127	59	66	25	72	54
Q96FV9	comp65733_c0_seq1	307	116	153	96	203	180
Q05932	comp65739_c0_seq1	195	74	109	85	205	172
P24941	comp65745_c0_seq1	44	11	17	17	17	19
O76039	comp65757_c0_seq1	660	330	475	204	464	364
Q9UBK7	comp65762_c0_seq1	162	71	119	48	141	88
P00519	comp65772_c0_seq1	803	443	557	248	462	247
P0CK96	comp65779_c0_seq9	71	32	44	15	56	29
Q9Y5B6	comp65783_c0_seq3	368	145	180	89	259	207
Q9H446	comp65787_c0_seq1	169	62	101	59	114	113
P78344	comp65798_c0_seq1	1158	385	612	220	510	330
O95989	comp65803_c0_seq2	278	148	237	118	293	232
Q9Y566	comp65810_c0_seq1	256	170	227	30	41	24
P18124	comp65819_c0_seq1	4859	1684	2592	1098	2802	2710
Q6P093	comp65824_c0_seq3	312	118	156	49	149	100
Q7Z2Y8	comp65842_c0_seq2	232	120	133	46	122	100
Q5T124	comp65845_c0_seq2	177	64	96	37	84	66
O75379	comp65846_c0_seq1	228	87	102	81	192	138
P0CG40	comp65856_c0_seq1	437	193	229	96	164	157
Q8NFA0	comp65857_c0_seq1	918	453	591	174	396	291
Q6PD74	comp65858_c0_seq1	192	56	87	48	95	112
A5PLN7	comp65892_c0_seq1	157	80	94	22	54	21
P08962	comp65893_c0_seq1	4954	2488	3225	2576	4853	3948
Q5THJ4	comp65906_c0_seq1	971	363	496	196	432	287
Q7L1T6	comp65925_c0_seq2	746	284	408	103	300	228
P46063	comp65930_c0_seq1	48	35	38	10	15	19
A5PLL7	comp65936_c0_seq2	230	98	170	116	254	213
P39023	comp65940_c0_seq1	8285	3818	4713	2894	5838	4737
P05388	comp65941_c0_seq1	5318	2416	3196	1688	3612	2849
Q86SX6	comp65950_c0_seq3	496	210	312	183	411	399
Q5VV42	comp65951_c0_seq5	638	228	369	148	335	306
Q5M8T2	comp65953_c0_seq2	64	26	42	27	46	38
P20933	comp65972_c0_seq1	419	207	288	126	266	235
P06576	comp65974_c0_seq1	7227	3023	3635	2958	5030	4111
P35241	comp65995_c0_seq1	9709	3553	5322	2309	4519	4184
Q9H4I3	comp65996_c0_seq1	174	94	110	71	173	127
O43312	comp66002_c0_seq1	382	166	242	99	230	136
P49756	comp66003_c0_seq1	1342	614	753	362	909	697
Q8IZJ6	comp66037_c0_seq1	571	373	404	114	269	182
Q9UJX2	comp66071_c0_seq1	244	86	135	58	145	106
Q9UNW9	comp66076_c0_seq1	283	159	251	128	249	178
P23193	comp66091_c0_seq1	196	71	105	47	99	121
Q5T4B2	comp66101_c0_seq5	503	175	254	90	256	183
Q9NVX2	comp66107_c0_seq1	1222	571	894	352	702	663
Q9BZA7	comp66126_c0_seq3	343	269	265	115	216	127
Q9H1V8	comp66138_c0_seq1	80	39	47	49	102	59
Q96DX4	comp66147_c0_seq2	491	202	279	132	278	256
Q9BZ72	comp66152_c0_seq1	101	40	54	13	33	29
Q9UPR3	comp66176_c0_seq1	1009	388	612	269	577	421
P27695	comp66206_c0_seq1	212	120	118	110	166	129
Q5JU00	comp66207_c0_seq4	137	48	63	25	80	62
Q6P988	comp66218_c0_seq1	414	206	317	48	83	76
Q6P5R6	comp66235_c0_seq1	4909	1475	2130	1201	2474	2032
Q9NRC8	comp66240_c0_seq3	156	44	65	40	103	74
Q9UL63	comp66260_c0_seq1	292	166	239	55	80	53
Q8IU60	comp66262_c0_seq1	199	84	130	38	128	100
Q9NQ48	comp66275_c0_seq2	254	62	120	53	151	109
Q9P2C4	comp66278_c0_seq1	1890	934	1355	514	1166	926
Q9NY12	comp66284_c0_seq1	570	319	416	182	344	308
Q9H0R3	comp66287_c0_seq1	660	476	490	323	710	517
Q02153	comp66301_c0_seq1	271	130	191	69	186	136
Q9UBQ7	comp66309_c0_seq2	1531	500	792	235	441	372
Q86YW7	comp66312_c0_seq2	18	1	15	25	34	36
Q9Y2H1	comp66338_c0_seq1	288	94	180	69	214	187
P36542	comp66339_c0_seq1	1353	598	714	496	979	854
Q8IYR0	comp66348_c0_seq1	230	59	93	65	160	167
Q5VZF2	comp66350_c1_seq9	2394	812	1030	129	391	283
P26440	comp66358_c0_seq1	337	125	166	73	166	111
Q02083	comp66371_c0_seq1	378	129	204	41	117	96
P09493	comp66378_c0_seq1	9848	3411	5085	2224	5814	5059
Q9NW82	comp66388_c0_seq2	409	116	145	83	158	149
P35226	comp66392_c0_seq6	134	39	53	32	87	55
A4D1B5	comp66393_c0_seq3	224	103	109	65	139	96
Q9NXG6	comp66402_c0_seq1	53	15	21	33	59	44
Q9H237	comp66403_c0_seq1	85	47	36	13	32	36
Q9H9Q4	comp66406_c0_seq1	60	22	29	12	44	21
P62266	comp66429_c0_seq1	2732	1259	1678	814	1754	1668
Q9UPN9	comp66439_c0_seq2	346	158	250	105	272	173
Q99497	comp66458_c0_seq1	399	160	273	121	283	225
A1L0T0	comp66469_c0_seq1	382	189	209	120	295	226
P0CG47	comp66478_c0_seq1	4229	1550	2184	1193	3994	3110
P28070	comp66481_c0_seq1	424	181	219	135	308	238
P14314	comp66482_c0_seq4	663	235	379	93	351	267
Q86SZ2	comp66490_c0_seq1	264	147	189	97	206	183
Q14207	comp66493_c0_seq4	300	87	105	36	100	95
Q8TEB1	comp66496_c0_seq4	230	82	119	48	108	96
Q9H6U8	comp66512_c0_seq1	206	86	127	50	124	100
Q99614	comp66513_c0_seq1	454	96	192	78	260	297
Q8WVE0	comp66514_c0_seq3	143	64	88	35	76	54
Q8TDN6	comp66520_c0_seq1	112	39	57	58	106	89
Q8N7M0	comp66525_c0_seq1	15	12	10	5	23	15
Q9H1N7	comp66531_c0_seq3	52	23	26	12	37	27
Q9BZE2	comp66543_c0_seq1	52	23	31	15	37	27
Q9UKV8	comp66554_c0_seq1	270	147	197	61	131	92
Q16204	comp66568_c0_seq1	702	280	450	235	528	371
Q5XPI4	comp66569_c0_seq1	882	319	429	199	414	318
Q15382	comp66571_c0_seq1	367	186	271	126	274	236
P84243	comp66583_c0_seq1	11662	6869	9634	5071	11237	8982
Q96QE2	comp66593_c0_seq4	82	29	35	20	47	29
P14635	comp66604_c0_seq2	108	34	59	48	74	69
Q8IY31	comp66607_c0_seq1	87	27	42	15	55	41
O15084	comp66611_c0_seq1	813	374	483	115	302	211
P20794	comp66616_c0_seq1	553	235	330	195	441	386
A6NJT0	comp66617_c0_seq1	248	110	176	136	344	274
Q9H9J2	comp66618_c0_seq1	219	86	135	53	100	80
A6NCI4	comp66639_c0_seq4	720	299	358	111	271	177
Q9BRR3	comp66641_c0_seq1	283	119	170	66	150	130
Q96H78	comp66652_c0_seq1	68	42	60	33	72	64
Q8N5K1	comp66653_c0_seq4	486	213	300	205	417	316
Q13188	comp66658_c0_seq2	465	167	306	94	284	237
Q63HM2	comp66660_c0_seq1	533	360	509	174	458	345
O95466	comp66675_c0_seq1	174	35	77	15	82	60
Q9BVW5	comp66695_c0_seq1	73	34	22	20	47	43
O75344	comp66702_c0_seq4	264	82	124	55	121	101
Q5EE01	comp66706_c0_seq1	61	32	59	21	63	68
Q5VWQ8	comp66716_c0_seq1	222	50	103	14	30	26
Q9Y3B9	comp66721_c0_seq3	93	41	43	19	42	49
Q8WWH4	comp66722_c0_seq2	422	147	219	103	217	207
Q9UKA2	comp66729_c0_seq5	103	48	64	31	68	53
Q9NY47	comp66733_c1_seq3	688	332	523	236	581	435
P40616	comp66737_c0_seq1	944	415	563	272	581	551
Q14137	comp66738_c0_seq9	308	92	135	56	146	109
P43166	comp66760_c0_seq1	70	33	45	24	34	21
Q04637	comp66762_c0_seq2	3414	1213	1779	748	1509	1338
Q9BXB4	comp66772_c0_seq2	277	90	173	64	102	103
P48058	comp66797_c0_seq1	23	23	30	46	119	76
Q7RTW8	comp66798_c1_seq1	2243	913	1347	241	509	458
P11233	comp66801_c1_seq1	495	187	241	184	428	419
Q8N412	comp66805_c0_seq2	293	106	156	81	184	151
Q96MX6	comp66807_c0_seq1	159	69	77	56	144	127
Q99973	comp66809_c0_seq1	692	291	470	164	325	279
P37802	comp66813_c0_seq1	5787	3081	4677	1787	3613	2760
Q6ZPD9	comp66833_c1_seq1	430	197	305	137	294	267
Q96N46	comp66836_c0_seq1	21	14	16	15	20	11
Q99680	comp66839_c0_seq1	12	10	13	11	22	28
Q02978	comp66841_c0_seq1	478	146	248	92	242	213
O95372	comp66876_c0_seq1	536	256	364	206	493	396
A8K8P3	comp66884_c0_seq3	372	120	176	79	234	161
Q8N3Y7	comp66887_c0_seq1	1066	342	869	2556	5845	4888
O00571	comp66888_c0_seq2	1243	769	921	166	291	204
Q99081	comp66893_c0_seq8	2403	810	1577	533	1051	933
P16455	comp66899_c0_seq1	326	221	222	177	278	258
Q8N0V5	comp66902_c0_seq4	168	90	103	50	127	100
P24864	comp66904_c0_seq1	56	26	46	38	68	66
Q9BYJ9	comp66934_c0_seq1	991	403	522	290	636	539
Q9H967	comp66953_c0_seq2	289	110	150	104	227	171
Q96EB1	comp66958_c1_seq2	68	28	22	13	29	21
Q9NYJ1	comp66971_c0_seq2	160	59	94	39	102	92
O14832	comp66979_c1_seq2	83	30	41	25	70	48
Q9H841	comp66983_c0_seq1	445	236	298	155	396	274
Q10713	comp67012_c0_seq1	437	191	233	86	206	153
Q9H0V1	comp67016_c0_seq1	129	72	65	60	110	89
P24539	comp67025_c0_seq1	1607	671	803	646	1277	1076
Q9BWV7	comp67030_c0_seq1	79	35	43	39	62	45
Q9Y3C6	comp67032_c0_seq2	185	78	120	57	105	105
A6NNW6	comp67034_c0_seq2	134	63	84	47	97	82
P62826	comp67043_c0_seq1	2102	722	1141	517	1037	1222
O43586	comp67065_c1_seq7	450	182	218	90	244	167
Q9BQI3	comp67080_c0_seq1	596	295	355	109	276	180
Q9H3U5	comp67087_c0_seq1	403	142	209	54	95	84
Q86V85	comp67089_c0_seq3	118	65	83	40	97	81
P18075	comp67096_c0_seq1	1385	602	776	318	726	508
Q96EX1	comp67103_c0_seq1	232	83	125	68	130	97
Q6PKC3	comp67109_c0_seq5	586	174	282	140	306	300
P62820	comp67110_c0_seq1	4946	1861	2585	1259	3028	2863
Q8NBI6	comp67112_c0_seq2	104	43	57	23	48	43
Q8IXM3	comp67140_c0_seq1	206	103	115	75	178	137
O43708	comp67165_c1_seq1	196	73	110	51	155	128
O60701	comp67166_c0_seq2	29	22	28	8	18	16
Q6FIF0	comp67193_c0_seq1	1329	823	854	348	1131	776
P12081	comp67206_c0_seq2	504	138	197	108	258	255
Q92482	comp67208_c0_seq1	125	71	131	30	74	45
Q9UK17	comp67209_c0_seq6	16	7	10	6	21	20
Q9BWW7	comp67212_c0_seq1	37	24	32	12	60	35
Q5T5X7	comp67224_c0_seq1	133	55	48	21	56	52
P26641	comp67225_c0_seq1	4730	2146	2868	1205	2506	2406
Q8WXD5	comp67228_c0_seq1	56	13	35	11	30	35
Q9NW13	comp67232_c0_seq1	106	27	54	21	52	65
Q9NRK6	comp67234_c0_seq2	218	54	91	44	107	89
Q9H6X4	comp67235_c0_seq2	199	111	130	49	112	68
Q9Y4D8	comp67241_c0_seq6	1415	542	742	288	811	666
Q9H6W3	comp67245_c0_seq1	354	163	217	84	204	125
Q9Y3Y2	comp67247_c0_seq1	349	72	130	45	141	142
Q96A11	comp67251_c0_seq1	161	62	112	55	127	115
Q9NQC8	comp67293_c0_seq2	885	257	495	197	703	663
P20936	comp67294_c0_seq2	82	46	56	20	50	33
Q96JB5	comp67323_c1_seq1	616	171	282	114	320	282
P09884	comp67329_c0_seq1	345	122	174	83	153	144
Q14790	comp67330_c0_seq3	412	165	270	67	195	120
Q9NUP7	comp67334_c0_seq2	47	15	28	9	29	24
O14964	comp67344_c0_seq2	850	303	323	154	421	259
Q9NRF9	comp67365_c0_seq1	346	156	225	137	306	292
Q96DT6	comp67366_c0_seq2	120	52	64	25	64	44
Q9Y256	comp67373_c0_seq2	103	41	43	18	52	42
Q7Z3C6	comp67382_c0_seq2	554	262	293	131	220	192
Q6ZS30	comp67391_c0_seq1	184	95	123	32	102	75
O60268	comp67399_c0_seq1	278	128	146	44	166	109
Q9H251	comp67401_c0_seq1	527	284	430	423	925	751
Q9BYB4	comp67405_c0_seq4	42	19	32	15	36	31
P0DP23	comp67410_c0_seq1	8860	3240	4481	3199	8020	5994
Q9BTT4	comp67416_c0_seq2	183	75	113	62	142	120
P55735	comp67419_c0_seq1	1751	571	681	322	670	582
O00291	comp67425_c0_seq1	85	40	62	19	31	21
Q9NWH7	comp67431_c0_seq4	115	36	54	41	91	95
Q9BZE0	comp67440_c0_seq1	118	40	65	33	86	66
P50453	comp67441_c0_seq1	250	89	122	47	136	77
Q8WU10	comp67447_c0_seq1	84	38	66	38	87	60
Q9H1I8	comp67448_c0_seq8	182	41	63	11	40	33
Q13889	comp67455_c0_seq2	87	21	52	24	73	62
Q15853	comp67456_c0_seq1	614	175	292	141	421	378
O75356	comp67489_c1_seq1	365	126	189	91	273	212
Q8TDX5	comp67498_c0_seq1	141	65	76	13	48	24
Q96CP7	comp67510_c0_seq1	40	20	17	30	69	62
Q9UPE1	comp67535_c0_seq2	201	88	157	40	85	60
Q5JTV8	comp67546_c0_seq1	238	128	164	106	218	166
Q9P032	comp67552_c0_seq2	159	52	84	22	66	50
P12277	comp67556_c0_seq1	314	139	240	261	391	403
P54578	comp67566_c0_seq1	616	249	305	243	417	336
Q9Y3B4	comp67577_c0_seq1	752	360	504	249	528	490
Q8NBZ7	comp67578_c0_seq1	339	101	157	36	115	103
Q8N0W3	comp67580_c1_seq17	1071	460	587	183	481	260
Q8NDV2	comp67591_c0_seq1	69	16	30	10	47	26
Q8TEV9	comp67597_c0_seq3	464	192	241	78	173	114
Q6P047	comp67600_c0_seq5	67	18	45	12	47	31
Q7Z2Z2	comp67602_c0_seq1	195	60	100	49	98	73
O00458	comp67603_c0_seq1	2020	769	1112	380	972	815
Q2NL82	comp67611_c0_seq1	661	170	326	101	250	267
Q9NV88	comp67613_c0_seq8	420	215	242	98	223	162
Q9H944	comp67638_c0_seq1	81	42	65	37	67	67
Q9Y243	comp67640_c0_seq1	636	229	346	152	452	344
Q8WW32	comp67653_c1_seq1	6844	2614	3732	2122	4464	4058
Q76NI1	comp67661_c0_seq1	87	17	59	25	101	88
P00480	comp67665_c0_seq2	956	322	454	185	442	337
P35611	comp67667_c0_seq1	10965	4554	6656	2416	5721	4745
Q14210	comp67708_c0_seq1	98	60	98	85	120	130
O75604	comp67713_c0_seq1	148	75	87	47	109	98
Q96NB3	comp67725_c0_seq1	144	63	91	52	88	101
Q14678	comp67727_c0_seq1	432	195	277	128	263	258
Q96P11	comp67755_c0_seq2	84	41	44	31	60	40
Q9UGK8	comp67765_c0_seq1	124	54	73	29	59	34
O00159	comp67773_c0_seq10	1116	431	661	196	465	275
Q9UFE4	comp67776_c0_seq2	281	84	161	53	166	135
Q9UIH9	comp67782_c0_seq1	105	46	114	89	194	159
Q9NVC3	comp67789_c0_seq1	314	92	178	108	337	283
Q33E94	comp67798_c0_seq1	405	120	209	87	229	183
Q9BQS2	comp67802_c0_seq2	54	20	39	20	49	30
O60313	comp67806_c0_seq1	717	203	343	137	347	293
Q9UNH5	comp67839_c0_seq1	204	107	195	42	71	43
P82673	comp67852_c0_seq1	176	100	161	41	125	87
Q3MII6	comp67859_c0_seq2	223	43	106	31	119	87
Q7L7X3	comp67871_c0_seq1	873	239	407	120	224	163
Q9NVS9	comp67872_c0_seq1	556	245	355	219	518	492
Q8TEA8	comp67874_c0_seq1	150	64	94	29	90	81
Q7L2H7	comp67899_c0_seq1	309	99	143	121	207	174
O95390	comp67900_c0_seq1	513	335	535	280	351	425
Q8WVR3	comp67911_c0_seq2	125	38	51	25	48	26
Q9NRX5	comp67916_c0_seq1	808	547	589	206	431	267
Q96IJ6	comp67931_c0_seq4	396	92	157	83	184	183
Q9UNE7	comp67936_c0_seq6	131	54	71	37	130	72
Q15858	comp67946_c0_seq3	91	54	58	34	114	60
Q9H8M5	comp67953_c0_seq1	649	280	363	207	424	357
Q92990	comp67955_c0_seq13	35	20	35	7	27	15
Q5TAX3	comp67963_c0_seq1	1679	680	1012	242	703	508
Q9UP83	comp67986_c0_seq1	210	87	111	55	121	83
Q9Y3D9	comp67990_c0_seq1	105	40	81	51	101	100
Q8IYJ2	comp68001_c0_seq1	100	35	57	13	48	34
Q9Y3A4	comp68007_c0_seq1	234	62	125	48	111	117
Q9H078	comp68018_c0_seq2	261	100	177	57	153	97
Q86U44	comp68019_c0_seq8	336	157	207	99	214	191
Q96B02	comp68029_c0_seq1	165	86	97	36	110	84
P51957	comp68038_c0_seq3	398	134	209	85	191	150
Q8NHQ1	comp68042_c0_seq1	68	12	32	9	23	23
Q3YEC7	comp68050_c0_seq2	201	63	103	38	87	43
P22102	comp68057_c0_seq1	524	240	261	85	203	177
Q92626	comp68059_c0_seq1	1657	831	1094	240	405	236
Q96CW5	comp68062_c0_seq2	866	361	518	259	591	444
P53007	comp68063_c0_seq1	345	73	169	85	182	165
P49642	comp68077_c1_seq1	109	35	61	28	84	69
Q32MH5	comp68083_c0_seq1	135	67	74	29	69	44
O75663	comp68088_c0_seq1	168	46	81	41	99	77
Q9BQ24	comp68097_c0_seq1	449	177	322	144	375	323
P46059	comp68107_c0_seq3	193	88	152	46	138	57
Q8N568	comp68108_c0_seq1	196	65	102	43	103	93
P53634	comp68111_c0_seq2	811	308	512	279	580	529
Q9GZS3	comp68128_c0_seq2	288	97	163	97	248	183
P78364	comp68131_c0_seq2	355	216	211	117	224	190
Q9HBX9	comp68141_c0_seq1	26	9	19	6	19	6
P30153	comp68144_c0_seq1	2371	1107	1352	850	1514	1331
P53384	comp68151_c0_seq2	590	253	339	132	346	280
Q6KC79	comp68152_c0_seq1	231	91	117	50	132	89
Q9BYC5	comp68183_c0_seq4	105	67	94	26	31	32
Q9UI46	comp68196_c0_seq1	513	149	315	101	203	280
Q96MT7	comp68199_c0_seq2	765	300	400	208	537	394
Q9Y2D8	comp68211_c0_seq2	255	67	110	37	129	148
P17174	comp68217_c0_seq1	1176	565	661	501	953	780
Q5T0T0	comp68220_c0_seq1	335	256	343	56	133	68
P31146	comp68245_c0_seq1	2308	1106	1362	640	1403	1103
Q14331	comp68262_c1_seq3	91	43	53	26	63	57
Q9Y4P1	comp68265_c0_seq4	176	82	98	41	114	77
Q13572	comp68282_c0_seq1	420	257	359	85	211	140
O75955	comp68284_c0_seq1	2814	1274	1681	935	2080	1525
Q86XE3	comp68293_c0_seq1	232	74	117	87	119	79
Q9BQI6	comp68294_c0_seq1	31	4	13	10	14	11
P35520	comp68296_c0_seq1	654	407	449	59	122	77
Q9BVS4	comp68299_c0_seq2	502	164	285	97	325	250
Q96BJ3	comp68303_c0_seq1	144	60	77	32	59	34
Q9NS37	comp68304_c0_seq1	162	62	84	37	120	82
Q96DY2	comp68308_c0_seq1	181	79	155	57	104	139
Q9NR82	comp68309_c0_seq3	469	204	296	57	173	120
Q9Y2G5	comp68317_c0_seq1	199	69	91	76	125	134
Q8IZ81	comp68320_c0_seq11	159	61	68	27	95	54
Q6P444	comp68324_c0_seq2	134	51	67	44	80	57
Q53GQ0	comp68326_c0_seq1	612	293	371	661	1292	1118
O75439	comp68329_c0_seq1	1302	476	597	378	834	670
O75794	comp68346_c0_seq1	125	46	64	22	64	39
O75391	comp68350_c0_seq1	312	120	146	94	168	208
Q9HAT2	comp68354_c0_seq1	753	476	558	280	527	371
O15111	comp68361_c0_seq1	207	87	115	41	135	85
Q96AY2	comp68362_c0_seq7	134	51	58	13	44	30
Q9NS68	comp68374_c0_seq1	139	68	109	23	62	34
P51687	comp68386_c0_seq1	587	204	272	155	310	280
Q07973	comp68407_c0_seq1	353	120	162	53	162	102
P00441	comp68416_c0_seq1	1143	355	496	260	679	560
Q5VT66	comp68447_c0_seq1	641	276	394	263	684	590
A8MXV4	comp68450_c0_seq1	222	88	123	65	154	143
Q9NXR8	comp68466_c0_seq1	208	143	149	104	195	195
Q9BYW2	comp68470_c0_seq3	100	31	64	29	65	55
P60228	comp68483_c0_seq1	905	310	377	193	489	448
Q96Q07	comp68508_c0_seq2	274	114	131	52	183	153
Q99578	comp68512_c1_seq2	166	106	174	59	142	165
Q14457	comp68516_c0_seq2	376	104	169	69	228	213
Q8IXB1	comp68523_c0_seq1	594	186	292	163	344	372
Q9UNS2	comp68524_c0_seq1	341	103	174	78	192	162
O94874	comp68541_c0_seq2	146	47	70	55	87	59
P43897	comp68547_c0_seq2	144	61	88	49	101	91
Q16513	comp68589_c0_seq1	1176	476	651	241	639	505
Q8TB37	comp68592_c0_seq4	239	110	127	67	161	89
Q9BWV3	comp68607_c0_seq1	40	15	30	4	33	23
Q9UIF8	comp68608_c0_seq1	1045	412	489	233	628	561
Q9UPX0	comp68614_c0_seq1	1740	644	949	175	400	325
Q6ZRS2	comp68648_c0_seq3	1160	493	656	234	321	259
Q9BY78	comp68659_c0_seq1	123	60	100	28	96	91
Q53FT3	comp68663_c0_seq1	59	45	43	34	76	51
Q9UMR5	comp68664_c0_seq3	344	96	151	82	152	165
O95096	comp68678_c0_seq1	44	16	32	14	41	36
Q6S9Z5	comp68680_c0_seq1	117	23	44	18	49	45
Q9H2I8	comp68682_c0_seq1	116	56	61	78	126	89
Q86Y82	comp68684_c1_seq1	637	169	303	78	217	160
Q9P013	comp68696_c0_seq1	327	83	180	61	182	196
Q6UWE0	comp68703_c0_seq1	756	278	396	179	447	286
Q9H857	comp68720_c0_seq1	103	35	77	14	45	30
P29372	comp68723_c0_seq2	173	74	103	38	113	84
Q9NY27	comp68729_c0_seq1	253	115	158	67	153	140
Q9NS91	comp68731_c0_seq2	150	54	81	35	81	87
Q8TAK5	comp68732_c0_seq2	240	96	122	47	103	70
Q9UJX6	comp68734_c0_seq4	103	33	54	18	45	37
Q9NZJ6	comp68735_c0_seq8	101	41	37	22	61	46
Q5TEU4	comp68738_c0_seq1	148	45	68	46	117	96
Q96SL1	comp68740_c0_seq1	145	48	107	171	379	255
P50616	comp68746_c0_seq1	2280	915	1421	305	1909	906
Q96NL6	comp68749_c0_seq1	235	36	96	35	58	66
Q7Z4Q2	comp68750_c0_seq3	382	177	249	56	97	77
O15067	comp68773_c0_seq7	454	193	268	107	265	183
O94919	comp68796_c0_seq2	287	66	80	19	55	41
Q13153	comp68798_c0_seq1	2493	1164	1648	852	1725	1379
Q9H0K1	comp68812_c0_seq1	448	136	179	44	321	100
Q6P9B6	comp68820_c0_seq1	63	37	53	15	42	19
Q9Y5Z6	comp68823_c0_seq1	77	29	67	18	35	38
Q9P2Q2	comp6882_c0_seq1	33	20	23	8	17	11
P61201	comp68830_c0_seq2	246	97	157	79	196	183
Q969T4	comp68839_c0_seq2	180	65	106	38	85	64
Q96C74	comp68852_c0_seq1	199	83	108	81	170	195
Q8NBJ7	comp68853_c0_seq1	171	65	100	42	74	68
Q9P215	comp68861_c0_seq3	33	22	25	22	35	38
O15297	comp68866_c0_seq1	2314	861	1358	609	1238	1144
P43490	comp68869_c0_seq1	147	81	96	64	105	68
Q13639	comp68874_c0_seq1	139	81	120	27	51	39
Q9HAD4	comp68886_c0_seq5	199	64	121	54	137	104
Q8NG66	comp68921_c0_seq1	641	194	298	116	366	327
Q6PK18	comp68922_c0_seq1	97	47	64	50	103	101
P62341	comp68924_c0_seq1	968	452	584	265	619	543
Q96EN8	comp68930_c0_seq3	127	56	65	32	91	63
Q9Y6C9	comp68931_c0_seq1	391	199	234	103	213	159
O15504	comp68933_c0_seq5	411	138	251	72	190	146
Q15006	comp68937_c0_seq1	192	67	86	46	116	101
Q0VAA2	comp68941_c0_seq1	399	129	225	149	313	316
Q96QS3	comp68943_c0_seq1	352	157	172	60	175	181
Q9Y6K8	comp68946_c0_seq3	215	60	133	66	143	117
Q8NC69	comp68961_c0_seq1	357	92	140	103	230	189
Q6AI08	comp68971_c0_seq3	627	240	386	133	338	246
O75431	comp68981_c1_seq2	259	131	140	99	209	211
Q7RTU5	comp68982_c0_seq1	44	9	33	6	19	18
O15259	comp68990_c0_seq2	359	164	175	86	246	158
Q14118	comp68993_c0_seq3	366	145	230	97	226	204
Q9BRS8	comp68995_c0_seq1	1996	740	775	155	503	321
Q14108	comp68998_c0_seq1	1041	455	745	325	867	694
P36544	comp68999_c0_seq7	56	42	52	83	77	76
Q6IPR3	comp69003_c0_seq2	106	38	66	42	67	65
Q8IW70	comp69015_c0_seq1	342	185	233	102	199	151
Q6PML9	comp69028_c0_seq1	93	49	54	22	63	48
Q96QT6	comp69041_c0_seq1	163	56	82	36	98	64
P61088	comp69055_c0_seq1	960	476	630	396	936	803
Q9H1U9	comp69057_c0_seq1	83	74	69	35	69	73
Q53EV4	comp69062_c0_seq1	325	154	239	119	255	263
O95180	comp69068_c0_seq3	492	263	401	151	378	301
Q9UM11	comp69070_c0_seq3	430	156	288	156	366	307
Q8N9N5	comp69076_c0_seq1	163	97	107	78	150	132
Q9UJS0	comp69099_c0_seq1	701	350	415	212	382	283
Q9GZM5	comp69117_c0_seq1	521	219	303	151	330	243
Q68DH5	comp69122_c0_seq3	329	123	145	67	209	144
O95405	comp69125_c0_seq1	391	147	218	73	123	102
Q9BU89	comp69134_c0_seq1	133	46	79	44	78	84
Q00688	comp69139_c0_seq1	2791	1290	1618	1147	2374	1993
Q14697	comp69141_c0_seq1	1509	466	654	362	749	691
Q9Y217	comp69143_c1_seq2	292	157	195	83	118	76
P50549	comp69148_c0_seq1	143	36	84	36	113	77
P21912	comp69154_c0_seq1	3148	1250	1989	717	2090	1989
Q9Y2U8	comp69171_c0_seq3	515	245	306	160	343	261
Q9UBP4	comp69185_c0_seq1	63	26	54	235	373	324
Q5TID7	comp69186_c0_seq1	161	37	87	52	117	151
Q12999	comp69187_c0_seq1	493	295	366	119	251	194
Q9HCC9	comp69188_c0_seq2	173	70	75	25	85	56
A6NIH7	comp69199_c0_seq1	483	213	320	162	428	324
Q9GZR2	comp69203_c0_seq1	119	31	58	27	33	42
Q9UIF3	comp69207_c0_seq1	209	77	122	59	177	167
O95236	comp69208_c0_seq1	205	129	150	76	167	145
